%time,field.data
1632350745625772009,0.0
1632350745637964353,0.0
1632350745650621280,0.0
1632350745659417009,0.0
1632350745671989405,0.0
1632350745685280707,0.0
1632350745693118572,0.0
1632350745703050030,0.0
1632350745714214561,0.0
1632350745724887114,0.0
1632350745737131697,0.0
1632350745747819666,0.0
1632350745757365395,0.0
1632350745770685343,0.0
1632350745783039353,0.0
1632350745795140238,0.0
1632350745804254145,0.0
1632350745812915916,0.0
1632350745828665447,0.0
1632350745837134978,0.0
1632350745847304770,0.0
1632350745860995499,0.0
1632350745868547426,0.0
1632350745880373572,0.0
1632350745894264509,0.0
1632350745904859405,0.0
1632350745913556905,0.0
1632350745925010916,0.0
1632350745936521176,0.0
1632350745948389093,0.0
1632350745956871801,0.0
1632350745968993468,0.0
1632350745980154457,0.0
1632350745993795759,0.0
1632350746003078155,0.0
1632350746011849665,0.0
1632350746022116801,0.0
1632350746037073988,0.0
1632350746045667530,0.0
1632350746056642634,0.0
1632350746067439718,0.0
1632350746080547270,0.0
1632350746091035655,0.0
1632350746102538155,0.0
1632350746113867322,0.0
1632350746120668520,0.0
1632350746133626697,0.0
1632350746146166697,0.0
1632350746157781332,0.0
1632350746166699613,0.0
1632350746179855447,0.0
1632350746191161540,0.0
1632350746201548207,0.0
1632350746210962270,0.0
1632350746225642790,0.0
1632350746232511749,0.0
1632350746245272165,0.0
1632350746257426384,0.0
1632350746266170342,0.0
1632350746276140395,0.0
1632350746290347634,0.0
1632350746298712686,0.0
1632350746309530811,0.0
1632350746323490134,0.0
1632350746334441592,0.0
1632350746341605603,0.0
1632350746355366801,0.0
1632350746368465915,0.0
1632350746376271228,0.0
1632350746389366488,0.0
1632350746399189978,0.0
1632350746410082217,0.0
1632350746422088207,0.0
1632350746432252426,0.0
1632350746445634665,0.0
1632350746452551436,0.0
1632350746466004353,0.0
1632350746477443624,0.0
1632350746487740447,0.0
1632350746499916697,0.0
1632350746510805342,0.0
1632350746521076384,0.0
1632350746530976644,0.0
1632350746544215499,0.0
1632350746553110655,0.0
1632350746563008207,0.0
1632350746576892217,0.0
1632350746591955447,0.0
1632350746598293051,0.0
1632350746608643988,0.0
1632350746620208311,0.0
1632350746628489717,0.0
1632350746643728571,0.0
1632350746653823832,0.0
1632350746666932217,0.0
1632350746675370082,0.0
1632350746687268936,0.0
1632350746697398832,0.0
1632350746708813467,0.0
1632350746719092946,0.0
1632350746732289821,0.0
1632350746744468728,0.0
1632350746751914301,0.0
1632350746763756071,0.0
1632350746778199978,0.0
1632350746785764144,0.0
1632350746795953155,0.0
1632350746809386592,0.0
1632350746818656749,0.0
1632350746830708623,0.0
1632350746842558467,0.0
1632350746850134144,0.0
1632350746863555030,0.0
1632350746875755967,0.0
1632350746888497582,0.0
1632350746897625394,0.0
1632350746907558832,0.0
1632350746921387009,0.0
1632350746930519301,0.0
1632350746941407842,0.0
1632350746951481488,0.0
1632350746961345707,0.0
1632350746972797946,0.0
1632350746987988832,0.0
1632350746993389769,0.0
1632350747006867269,0.0
1632350747020382061,0.0
1632350747029225186,0.0
1632350747038225394,0.0
1632350747053706748,0.0
1632350747063115967,0.0
1632350747070426957,0.0
1632350747085491540,0.0
1632350747097260030,0.0
1632350747104935863,0.0
1632350747116892478,0.0
1632350747129412686,0.0
1632350747141081175,0.0
1632350747151503467,0.0
1632350747161440811,0.0
1632350747174467009,0.0
1632350747184076280,0.0
