%time,field.data
1632349898358371343,0.0
1632349898370470926,0.0
1632349898383448010,0.0
1632349898390069989,0.0
1632349898403096760,0.0
1632349898416850614,0.0
1632349898424931864,0.0
1632349898434843791,0.0
1632349898448910041,0.0
1632349898455912489,0.0
1632349898468054676,0.0
1632349898483024833,0.0
1632349898490478999,0.0
1632349898501172333,0.0
1632349898513688687,0.0
1632349898522368426,0.0
1632349898534836603,0.0
1632349898545798947,0.0
1632349898560986603,0.0
1632349898567379416,0.0
1632349898582114572,0.0
1632349898593467957,0.0
1632349898600469416,0.0
1632349898611902593,0.0
1632349898624893843,0.0
1632349898635943843,0.0
1632349898644861551,0.0
1632349898658373166,0.0
1632349898669898478,0.0
1632349898679385197,0.0
1632349898691291499,0.0
1632349898704641760,0.0
1632349898711204624,0.0
1632349898722486707,0.0
1632349898735397332,0.0
1632349898743069780,0.0
1632349898756907437,0.0
1632349898769137593,0.0
1632349898776858426,0.0
1632349898787955145,0.0
1632349898803839364,0.0
1632349898811968426,0.0
1632349898821489312,0.0
1632349898834098478,0.0
1632349898844280041,0.0
1632349898856107697,0.0
1632349898865602072,0.0
1632349898881377697,0.0
1632349898887341082,0.0
1632349898897560093,0.0
1632349898912484520,0.0
1632349898924571812,0.0
1632349898932825509,0.0
1632349898942836707,0.0
1632349898956880093,0.0
1632349898966273062,0.0
1632349898976881187,0.0
1632349898989841134,0.0
1632349898998514207,0.0
1632349899009852697,0.0
1632349899022910145,0.0
1632349899031162593,0.0
1632349899042004103,0.0
1632349899054903999,0.0
1632349899066075041,0.0
1632349899074334416,0.0
1632349899088581499,0.0
1632349899099065978,0.0
1632349899107856030,0.0
1632349899118978947,0.0
1632349899132754155,0.0
1632349899140020041,0.0
1632349899155352436,0.0
1632349899163972645,0.0
1632349899173533895,0.0
1632349899185500718,0.0
1632349899200171916,0.0
1632349899211798582,0.0
1632349899219652853,0.0
1632349899229395561,0.0
1632349899243445926,0.0
1632349899253440770,0.0
1632349899263578322,0.0
1632349899276410926,0.0
1632349899284555874,0.0
1632349899295272436,0.0
1632349899310630145,0.0
1632349899320006863,0.0
1632349899329570509,0.0
1632349899341785353,0.0
1632349899352740405,0.0
1632349899367414676,0.0
1632349899375880718,0.0
1632349899387087280,0.0
1632349899397286811,0.0
1632349899406729468,0.0
1632349899418707176,0.0
1632349899433002749,0.0
1632349899440784207,0.0
1632349899450841134,0.0
1632349899464175874,0.0
1632349899474337384,0.0
1632349899486788113,0.0
1632349899497990718,0.0
1632349899506499103,0.0
1632349899516450770,0.0
1632349899529593947,0.0
